json_file,image_id,im_name,category_id,bbox_x,bbox_y,bbox_w,bbox_h,occlusion,ignore
KAIST_val_set05_annotation.json,81,set05_V000_I00327.jpg,0,372,214,32,66,0,0
KAIST_val_set05_annotation.json,82,set05_V000_I00331.jpg,0,327,214,31,74,0,0
KAIST_val_set05_annotation.json,82,set05_V000_I00331.jpg,0,366,213,33,68,0,0
KAIST_val_set05_annotation.json,83,set05_V000_I00335.jpg,0,322,214,31,75,0,0
KAIST_val_set05_annotation.json,83,set05_V000_I00335.jpg,0,361,213,33,71,0,0
KAIST_val_set05_annotation.json,84,set05_V000_I00339.jpg,0,317,214,31,75,0,0
KAIST_val_set05_annotation.json,84,set05_V000_I00339.jpg,0,356,212,34,73,0,0
KAIST_val_set05_annotation.json,85,set05_V000_I00343.jpg,0,313,214,31,76,0,0
KAIST_val_set05_annotation.json,85,set05_V000_I00343.jpg,0,352,212,35,75,0,0
KAIST_val_set05_annotation.json,86,set05_V000_I00347.jpg,0,311,214,31,76,0,0
KAIST_val_set05_annotation.json,86,set05_V000_I00347.jpg,0,350,211,36,78,0,0
KAIST_val_set05_annotation.json,87,set05_V000_I00351.jpg,0,311,214,31,77,0,0
KAIST_val_set05_annotation.json,87,set05_V000_I00351.jpg,0,348,211,36,80,0,0
KAIST_val_set05_annotation.json,88,set05_V000_I00355.jpg,0,312,214,31,78,0,0
KAIST_val_set05_annotation.json,88,set05_V000_I00355.jpg,0,348,210,37,82,0,0
KAIST_val_set05_annotation.json,89,set05_V000_I00359.jpg,0,313,214,32,79,0,0
KAIST_val_set05_annotation.json,89,set05_V000_I00359.jpg,0,349,210,38,85,0,0
KAIST_val_set05_annotation.json,90,set05_V000_I00363.jpg,0,314,213,32,80,0,0
KAIST_val_set05_annotation.json,90,set05_V000_I00363.jpg,0,350,210,39,88,0,0
KAIST_val_set05_annotation.json,91,set05_V000_I00367.jpg,0,315,213,32,81,0,0
KAIST_val_set05_annotation.json,91,set05_V000_I00367.jpg,0,351,210,40,91,0,0
KAIST_val_set05_annotation.json,92,set05_V000_I00371.jpg,0,316,213,32,82,0,0
KAIST_val_set05_annotation.json,92,set05_V000_I00371.jpg,0,353,210,40,93,0,0
KAIST_val_set05_annotation.json,93,set05_V000_I00375.jpg,0,317,212,33,82,0,0
KAIST_val_set05_annotation.json,93,set05_V000_I00375.jpg,0,354,210,40,93,0,0
KAIST_val_set05_annotation.json,94,set05_V000_I00379.jpg,0,317,212,33,83,0,0
KAIST_val_set05_annotation.json,94,set05_V000_I00379.jpg,0,356,211,40,91,0,0
KAIST_val_set05_annotation.json,95,set05_V000_I00383.jpg,0,317,213,33,83,0,0
KAIST_val_set05_annotation.json,95,set05_V000_I00383.jpg,0,356,212,39,90,0,0
KAIST_val_set05_annotation.json,96,set05_V000_I00387.jpg,0,315,215,34,83,0,0
KAIST_val_set05_annotation.json,96,set05_V000_I00387.jpg,0,356,213,39,89,0,0
KAIST_val_set05_annotation.json,97,set05_V000_I00391.jpg,0,313,216,34,84,0,0
KAIST_val_set05_annotation.json,97,set05_V000_I00391.jpg,0,356,214,39,88,0,0
KAIST_val_set05_annotation.json,98,set05_V000_I00395.jpg,0,311,218,35,84,0,0
KAIST_val_set05_annotation.json,98,set05_V000_I00395.jpg,0,355,215,39,88,0,0
KAIST_val_set05_annotation.json,99,set05_V000_I00399.jpg,0,309,220,35,84,0,0
KAIST_val_set05_annotation.json,99,set05_V000_I00399.jpg,0,355,216,40,90,0,0
KAIST_val_set05_annotation.json,100,set05_V000_I00403.jpg,0,305,221,36,84,0,0
KAIST_val_set05_annotation.json,100,set05_V000_I00403.jpg,0,354,216,41,92,0,0
KAIST_val_set05_annotation.json,101,set05_V000_I00407.jpg,0,302,222,36,85,0,0
KAIST_val_set05_annotation.json,101,set05_V000_I00407.jpg,0,352,216,41,92,0,0
KAIST_val_set05_annotation.json,102,set05_V000_I00411.jpg,0,297,221,37,86,0,0
KAIST_val_set05_annotation.json,102,set05_V000_I00411.jpg,0,349,216,41,92,0,0
KAIST_val_set05_annotation.json,103,set05_V000_I00415.jpg,0,292,219,38,89,0,0
KAIST_val_set05_annotation.json,103,set05_V000_I00415.jpg,0,344,216,41,92,0,0
KAIST_val_set05_annotation.json,104,set05_V000_I00419.jpg,0,285,216,39,93,0,0
KAIST_val_set05_annotation.json,104,set05_V000_I00419.jpg,0,339,216,42,92,0,0
KAIST_val_set05_annotation.json,105,set05_V000_I00423.jpg,0,278,213,40,98,0,0
KAIST_val_set05_annotation.json,105,set05_V000_I00423.jpg,0,334,216,42,92,0,0
KAIST_val_set05_annotation.json,106,set05_V000_I00427.jpg,0,271,210,42,102,0,0
KAIST_val_set05_annotation.json,106,set05_V000_I00427.jpg,0,328,216,42,92,0,0
KAIST_val_set05_annotation.json,107,set05_V000_I00431.jpg,0,262,207,43,108,0,0
KAIST_val_set05_annotation.json,107,set05_V000_I00431.jpg,0,322,216,43,94,0,0
KAIST_val_set05_annotation.json,108,set05_V000_I00435.jpg,0,253,205,45,113,0,0
KAIST_val_set05_annotation.json,108,set05_V000_I00435.jpg,0,314,216,44,97,0,0
KAIST_val_set05_annotation.json,109,set05_V000_I00439.jpg,0,243,205,46,118,0,0
KAIST_val_set05_annotation.json,109,set05_V000_I00439.jpg,0,307,216,45,100,0,0
KAIST_val_set05_annotation.json,110,set05_V000_I00443.jpg,0,232,205,48,123,0,0
KAIST_val_set05_annotation.json,110,set05_V000_I00443.jpg,0,298,216,46,104,0,0
KAIST_val_set05_annotation.json,111,set05_V000_I00447.jpg,0,220,207,49,127,0,0
KAIST_val_set05_annotation.json,111,set05_V000_I00447.jpg,0,289,217,47,109,0,0
KAIST_val_set05_annotation.json,112,set05_V000_I00451.jpg,0,208,209,51,131,0,0
KAIST_val_set05_annotation.json,112,set05_V000_I00451.jpg,0,279,217,48,113,0,0
KAIST_val_set05_annotation.json,113,set05_V000_I00455.jpg,0,196,210,52,135,0,0
KAIST_val_set05_annotation.json,113,set05_V000_I00455.jpg,0,269,217,49,118,0,0
KAIST_val_set05_annotation.json,114,set05_V000_I00459.jpg,0,182,212,54,139,0,0
KAIST_val_set05_annotation.json,114,set05_V000_I00459.jpg,0,258,218,51,124,0,0
KAIST_val_set05_annotation.json,115,set05_V000_I00463.jpg,0,169,213,55,144,0,0
KAIST_val_set05_annotation.json,115,set05_V000_I00463.jpg,0,245,219,53,131,0,0
KAIST_val_set05_annotation.json,116,set05_V000_I00467.jpg,0,156,214,57,148,0,0
KAIST_val_set05_annotation.json,116,set05_V000_I00467.jpg,0,232,219,55,138,0,0
KAIST_val_set05_annotation.json,117,set05_V000_I00471.jpg,0,143,214,59,152,0,0
KAIST_val_set05_annotation.json,117,set05_V000_I00471.jpg,0,218,220,57,147,0,0
KAIST_val_set05_annotation.json,118,set05_V000_I00475.jpg,0,132,213,61,157,0,0
KAIST_val_set05_annotation.json,118,set05_V000_I00475.jpg,0,202,220,59,153,0,0
KAIST_val_set05_annotation.json,119,set05_V000_I00479.jpg,0,120,213,62,161,0,0
KAIST_val_set05_annotation.json,119,set05_V000_I00479.jpg,0,187,220,61,158,0,0
KAIST_val_set05_annotation.json,120,set05_V000_I00483.jpg,0,107,212,64,165,0,0
KAIST_val_set05_annotation.json,120,set05_V000_I00483.jpg,0,172,220,63,162,0,0
KAIST_val_set05_annotation.json,121,set05_V000_I00487.jpg,0,93,212,66,170,0,0
KAIST_val_set05_annotation.json,121,set05_V000_I00487.jpg,0,159,220,64,166,0,0
KAIST_val_set05_annotation.json,122,set05_V000_I00491.jpg,0,79,212,68,173,0,0
KAIST_val_set05_annotation.json,122,set05_V000_I00491.jpg,0,147,220,66,169,0,0
KAIST_val_set05_annotation.json,123,set05_V000_I00495.jpg,0,66,212,70,176,0,0
KAIST_val_set05_annotation.json,123,set05_V000_I00495.jpg,0,138,219,67,173,0,0
KAIST_val_set05_annotation.json,124,set05_V000_I00499.jpg,0,54,212,71,178,0,0
KAIST_val_set05_annotation.json,124,set05_V000_I00499.jpg,0,129,218,70,177,0,0
KAIST_val_set05_annotation.json,125,set05_V000_I00503.jpg,0,42,212,73,181,0,0
KAIST_val_set05_annotation.json,125,set05_V000_I00503.jpg,0,121,217,72,181,0,0
KAIST_val_set05_annotation.json,126,set05_V000_I00507.jpg,0,32,212,74,184,0,0
KAIST_val_set05_annotation.json,126,set05_V000_I00507.jpg,0,113,216,75,184,0,0
KAIST_val_set05_annotation.json,127,set05_V000_I00511.jpg,0,21,210,76,188,0,0
KAIST_val_set05_annotation.json,127,set05_V000_I00511.jpg,0,107,216,76,187,0,0
KAIST_val_set05_annotation.json,128,set05_V000_I00515.jpg,0,11,207,77,193,0,0
KAIST_val_set05_annotation.json,128,set05_V000_I00515.jpg,0,102,215,78,189,0,0
KAIST_val_set05_annotation.json,129,set05_V000_I00519.jpg,0,7,206,78,196,0,0
KAIST_val_set05_annotation.json,129,set05_V000_I00519.jpg,0,98,214,79,191,0,0
KAIST_val_set05_annotation.json,130,set05_V000_I00523.jpg,0,14,206,79,200,0,0
KAIST_val_set05_annotation.json,130,set05_V000_I00523.jpg,0,98,214,80,192,0,0
KAIST_val_set05_annotation.json,131,set05_V000_I00527.jpg,0,23,207,80,203,0,0
KAIST_val_set05_annotation.json,131,set05_V000_I00527.jpg,0,99,214,80,194,0,0
KAIST_val_set05_annotation.json,132,set05_V000_I00531.jpg,0,26,208,81,205,0,0
KAIST_val_set05_annotation.json,132,set05_V000_I00531.jpg,0,102,213,81,195,0,0
KAIST_val_set05_annotation.json,133,set05_V000_I00535.jpg,0,28,210,81,206,0,0
KAIST_val_set05_annotation.json,133,set05_V000_I00535.jpg,0,105,213,81,196,0,0
KAIST_val_set05_annotation.json,134,set05_V000_I00539.jpg,0,32,211,81,206,0,0
KAIST_val_set05_annotation.json,134,set05_V000_I00539.jpg,0,109,213,82,196,0,0
KAIST_val_set05_annotation.json,135,set05_V000_I00543.jpg,0,37,212,81,204,0,0
KAIST_val_set05_annotation.json,135,set05_V000_I00543.jpg,0,114,213,81,195,0,0
KAIST_val_set05_annotation.json,136,set05_V000_I00547.jpg,0,44,213,80,201,0,0
KAIST_val_set05_annotation.json,136,set05_V000_I00547.jpg,0,122,214,80,194,0,0
KAIST_val_set05_annotation.json,137,set05_V000_I00551.jpg,0,52,214,78,196,0,0
KAIST_val_set05_annotation.json,137,set05_V000_I00551.jpg,0,130,214,79,192,0,0
KAIST_val_set05_annotation.json,138,set05_V000_I00555.jpg,0,61,214,77,190,0,0
KAIST_val_set05_annotation.json,138,set05_V000_I00555.jpg,0,139,215,77,190,0,0
KAIST_val_set05_annotation.json,139,set05_V000_I00559.jpg,0,70,215,75,185,0,0
KAIST_val_set05_annotation.json,139,set05_V000_I00559.jpg,0,149,216,76,188,0,0
KAIST_val_set05_annotation.json,140,set05_V000_I00563.jpg,0,78,217,74,181,0,0
KAIST_val_set05_annotation.json,140,set05_V000_I00563.jpg,0,159,217,74,186,0,0
KAIST_val_set05_annotation.json,141,set05_V000_I00567.jpg,0,88,218,73,178,0,0
KAIST_val_set05_annotation.json,141,set05_V000_I00567.jpg,0,168,217,73,185,0,0
KAIST_val_set05_annotation.json,142,set05_V000_I00571.jpg,0,101,221,72,175,0,0
KAIST_val_set05_annotation.json,142,set05_V000_I00571.jpg,0,178,218,72,183,0,0
KAIST_val_set05_annotation.json,143,set05_V000_I00575.jpg,0,114,223,71,172,0,0
KAIST_val_set05_annotation.json,143,set05_V000_I00575.jpg,0,189,219,70,181,0,0
KAIST_val_set05_annotation.json,144,set05_V000_I00579.jpg,0,125,225,71,170,0,0
KAIST_val_set05_annotation.json,144,set05_V000_I00579.jpg,0,199,219,69,179,0,0
KAIST_val_set05_annotation.json,145,set05_V000_I00583.jpg,0,134,224,71,172,0,0
KAIST_val_set05_annotation.json,145,set05_V000_I00583.jpg,0,207,220,67,177,0,0
KAIST_val_set05_annotation.json,146,set05_V000_I00587.jpg,0,142,221,72,177,0,0
KAIST_val_set05_annotation.json,146,set05_V000_I00587.jpg,0,212,220,67,176,0,0
KAIST_val_set05_annotation.json,147,set05_V000_I00591.jpg,0,148,217,73,184,0,0
KAIST_val_set05_annotation.json,147,set05_V000_I00591.jpg,0,214,220,67,176,0,0
KAIST_val_set05_annotation.json,148,set05_V000_I00595.jpg,0,151,215,74,187,0,0
KAIST_val_set05_annotation.json,148,set05_V000_I00595.jpg,0,212,220,67,177,0,0
KAIST_val_set05_annotation.json,149,set05_V000_I00599.jpg,0,149,215,75,187,0,0
KAIST_val_set05_annotation.json,149,set05_V000_I00599.jpg,0,210,220,69,180,0,0
KAIST_val_set05_annotation.json,150,set05_V000_I00603.jpg,0,143,215,76,187,0,0
KAIST_val_set05_annotation.json,150,set05_V000_I00603.jpg,0,206,220,71,183,0,0
KAIST_val_set05_annotation.json,151,set05_V000_I00607.jpg,0,134,215,77,187,0,0
KAIST_val_set05_annotation.json,151,set05_V000_I00607.jpg,0,201,220,73,187,0,0
KAIST_val_set05_annotation.json,152,set05_V000_I00611.jpg,0,125,214,78,188,0,0
KAIST_val_set05_annotation.json,152,set05_V000_I00611.jpg,0,195,220,76,192,0,0
KAIST_val_set05_annotation.json,153,set05_V000_I00615.jpg,0,113,214,80,191,0,0
KAIST_val_set05_annotation.json,153,set05_V000_I00615.jpg,0,189,220,78,196,0,0
KAIST_val_set05_annotation.json,154,set05_V000_I00619.jpg,0,97,213,82,198,0,0
KAIST_val_set05_annotation.json,154,set05_V000_I00619.jpg,0,179,220,79,201,0,0
KAIST_val_set05_annotation.json,155,set05_V000_I00623.jpg,0,79,212,85,205,0,0
KAIST_val_set05_annotation.json,155,set05_V000_I00623.jpg,0,163,219,81,207,0,0
KAIST_val_set05_annotation.json,156,set05_V000_I00627.jpg,0,58,211,89,216,0,0
KAIST_val_set05_annotation.json,156,set05_V000_I00627.jpg,0,145,219,82,214,0,0
KAIST_val_set05_annotation.json,157,set05_V000_I00631.jpg,0,35,210,93,228,0,0
KAIST_val_set05_annotation.json,157,set05_V000_I00631.jpg,0,129,219,84,221,0,0
KAIST_val_set05_annotation.json,158,set05_V000_I00635.jpg,0,18,210,96,235,0,0
KAIST_val_set05_annotation.json,158,set05_V000_I00635.jpg,0,115,218,86,230,0,0
KAIST_val_set05_annotation.json,159,set05_V000_I00639.jpg,0,5,210,97,238,0,0
KAIST_val_set05_annotation.json,159,set05_V000_I00639.jpg,0,100,218,89,240,0,0
KAIST_val_set05_annotation.json,160,set05_V000_I00643.jpg,0,1,210,92,239,0,0
KAIST_val_set05_annotation.json,160,set05_V000_I00643.jpg,0,83,217,91,251,0,0
KAIST_val_set05_annotation.json,161,set05_V000_I00647.jpg,0,63,217,93,263,0,0
KAIST_val_set05_annotation.json,162,set05_V000_I00651.jpg,0,38,215,96,284,0,0
KAIST_val_set05_annotation.json,163,set05_V000_I00655.jpg,0,16,215,97,291,0,0
KAIST_val_set05_annotation.json,164,set05_V000_I00659.jpg,0,0,217,90,291,0,0
KAIST_val_set05_annotation.json,214,set05_V000_I00859.jpg,0,249,211,24,50,1,0
KAIST_val_set05_annotation.json,215,set05_V000_I00863.jpg,0,252,214,25,51,1,0
KAIST_val_set05_annotation.json,216,set05_V000_I00867.jpg,0,259,212,26,52,0,0
KAIST_val_set05_annotation.json,217,set05_V000_I00871.jpg,0,267,211,27,53,0,0
KAIST_val_set05_annotation.json,218,set05_V000_I00875.jpg,0,274,211,29,53,0,0
KAIST_val_set05_annotation.json,219,set05_V000_I00879.jpg,0,280,212,30,54,0,0
KAIST_val_set05_annotation.json,220,set05_V000_I00883.jpg,0,286,213,31,55,0,0
KAIST_val_set05_annotation.json,221,set05_V000_I00887.jpg,0,291,214,32,56,0,0
KAIST_val_set05_annotation.json,222,set05_V000_I00891.jpg,0,297,215,32,57,0,0
KAIST_val_set05_annotation.json,223,set05_V000_I00895.jpg,0,303,215,32,58,0,0
KAIST_val_set05_annotation.json,224,set05_V000_I00899.jpg,0,309,217,32,60,0,0
KAIST_val_set05_annotation.json,225,set05_V000_I00903.jpg,0,314,222,31,64,0,0
KAIST_val_set05_annotation.json,226,set05_V000_I00907.jpg,0,322,220,32,68,0,0
KAIST_val_set05_annotation.json,227,set05_V000_I00911.jpg,0,327,218,33,71,0,0
KAIST_val_set05_annotation.json,228,set05_V000_I00915.jpg,0,329,217,34,75,0,0
KAIST_val_set05_annotation.json,229,set05_V000_I00919.jpg,0,329,216,35,77,0,0
KAIST_val_set05_annotation.json,230,set05_V000_I00923.jpg,0,324,215,36,79,0,0
KAIST_val_set05_annotation.json,231,set05_V000_I00927.jpg,0,317,215,37,81,0,0
KAIST_val_set05_annotation.json,232,set05_V000_I00931.jpg,0,308,214,38,83,0,0
KAIST_val_set05_annotation.json,233,set05_V000_I00935.jpg,0,295,214,38,84,0,0
KAIST_val_set05_annotation.json,234,set05_V000_I00939.jpg,0,281,213,39,86,0,0
KAIST_val_set05_annotation.json,235,set05_V000_I00943.jpg,0,265,212,40,88,0,0
KAIST_val_set05_annotation.json,236,set05_V000_I00947.jpg,0,249,209,41,91,0,0
KAIST_val_set05_annotation.json,237,set05_V000_I00951.jpg,0,231,205,42,95,0,0
KAIST_val_set05_annotation.json,238,set05_V000_I00955.jpg,0,211,201,43,98,0,0
KAIST_val_set05_annotation.json,238,set05_V000_I00955.jpg,1,477,231,36,58,1,0
KAIST_val_set05_annotation.json,239,set05_V000_I00959.jpg,0,190,198,44,102,0,0
KAIST_val_set05_annotation.json,239,set05_V000_I00959.jpg,1,463,232,35,58,0,0
KAIST_val_set05_annotation.json,240,set05_V000_I00963.jpg,0,169,196,45,107,0,0
KAIST_val_set05_annotation.json,240,set05_V000_I00963.jpg,1,451,233,35,58,0,0
KAIST_val_set05_annotation.json,241,set05_V000_I00967.jpg,0,149,201,48,117,0,0
KAIST_val_set05_annotation.json,241,set05_V000_I00967.jpg,1,441,233,34,58,0,0
KAIST_val_set05_annotation.json,242,set05_V000_I00971.jpg,0,130,202,51,121,0,0
KAIST_val_set05_annotation.json,242,set05_V000_I00971.jpg,1,432,234,34,58,0,0
KAIST_val_set05_annotation.json,243,set05_V000_I00975.jpg,0,111,205,51,125,0,0
KAIST_val_set05_annotation.json,243,set05_V000_I00975.jpg,1,425,234,34,58,0,0
KAIST_val_set05_annotation.json,244,set05_V000_I00979.jpg,0,91,209,50,130,0,0
KAIST_val_set05_annotation.json,244,set05_V000_I00979.jpg,1,419,234,34,58,0,0
KAIST_val_set05_annotation.json,245,set05_V000_I00983.jpg,0,68,202,53,142,0,0
KAIST_val_set05_annotation.json,245,set05_V000_I00983.jpg,1,413,233,34,58,0,0
KAIST_val_set05_annotation.json,246,set05_V000_I00987.jpg,0,44,199,53,151,0,0
KAIST_val_set05_annotation.json,246,set05_V000_I00987.jpg,1,410,232,35,58,0,0
KAIST_val_set05_annotation.json,247,set05_V000_I00991.jpg,0,16,200,56,154,0,0
KAIST_val_set05_annotation.json,247,set05_V000_I00991.jpg,1,407,231,36,58,0,0
KAIST_val_set05_annotation.json,248,set05_V000_I00995.jpg,1,403,230,36,58,0,0
KAIST_val_set05_annotation.json,249,set05_V000_I00999.jpg,1,399,229,35,57,0,0
KAIST_val_set05_annotation.json,250,set05_V000_I01003.jpg,1,395,228,34,55,0,0
KAIST_val_set05_annotation.json,251,set05_V000_I01007.jpg,1,389,227,31,52,0,0
KAIST_val_set05_annotation.json,252,set05_V000_I01011.jpg,1,382,226,29,48,0,0
KAIST_val_set05_annotation.json,253,set05_V000_I01015.jpg,1,374,225,27,45,0,0
KAIST_val_set05_annotation.json,254,set05_V000_I01019.jpg,1,362,224,25,43,0,0
KAIST_val_set05_annotation.json,255,set05_V000_I01023.jpg,1,346,222,23,40,0,0
KAIST_val_set05_annotation.json,256,set05_V000_I01027.jpg,1,325,221,21,37,0,0
KAIST_val_set05_annotation.json,257,set05_V000_I01031.jpg,1,302,220,21,36,0,0
KAIST_val_set05_annotation.json,258,set05_V000_I01035.jpg,1,271,219,21,37,0,0
KAIST_val_set05_annotation.json,259,set05_V000_I01039.jpg,1,230,220,22,37,0,0
KAIST_val_set05_annotation.json,260,set05_V000_I01043.jpg,1,178,221,24,38,0,0
KAIST_val_set05_annotation.json,261,set05_V000_I01047.jpg,1,117,218,26,40,0,0
KAIST_val_set05_annotation.json,274,set05_V000_I01099.jpg,0,591,218,32,80,0,0
KAIST_val_set05_annotation.json,275,set05_V000_I01103.jpg,0,559,218,32,81,0,0
KAIST_val_set05_annotation.json,276,set05_V000_I01107.jpg,0,529,218,33,82,0,0
KAIST_val_set05_annotation.json,276,set05_V000_I01107.jpg,0,557,219,31,82,0,0
KAIST_val_set05_annotation.json,276,set05_V000_I01107.jpg,0,599,237,30,91,0,0
KAIST_val_set05_annotation.json,277,set05_V000_I01111.jpg,0,505,218,34,83,0,0
KAIST_val_set05_annotation.json,277,set05_V000_I01111.jpg,0,529,220,31,83,0,0
KAIST_val_set05_annotation.json,277,set05_V000_I01111.jpg,0,577,238,34,101,0,0
KAIST_val_set05_annotation.json,278,set05_V000_I01115.jpg,0,480,220,33,80,0,0
KAIST_val_set05_annotation.json,278,set05_V000_I01115.jpg,0,504,221,31,80,0,0
KAIST_val_set05_annotation.json,278,set05_V000_I01115.jpg,0,556,237,38,107,0,0
KAIST_val_set05_annotation.json,279,set05_V000_I01119.jpg,0,456,222,33,76,0,0
KAIST_val_set05_annotation.json,279,set05_V000_I01119.jpg,0,482,222,30,77,0,0
KAIST_val_set05_annotation.json,279,set05_V000_I01119.jpg,0,541,236,42,114,0,0
KAIST_val_set05_annotation.json,280,set05_V000_I01123.jpg,0,438,222,33,77,0,0
KAIST_val_set05_annotation.json,280,set05_V000_I01123.jpg,0,465,222,30,77,0,0
KAIST_val_set05_annotation.json,280,set05_V000_I01123.jpg,0,532,237,46,123,0,0
KAIST_val_set05_annotation.json,281,set05_V000_I01127.jpg,0,421,222,34,77,0,0
KAIST_val_set05_annotation.json,281,set05_V000_I01127.jpg,0,453,221,31,79,0,0
KAIST_val_set05_annotation.json,281,set05_V000_I01127.jpg,0,529,238,50,133,0,0
KAIST_val_set05_annotation.json,282,set05_V000_I01131.jpg,0,405,220,35,79,0,0
KAIST_val_set05_annotation.json,282,set05_V000_I01131.jpg,0,439,220,31,81,0,0
KAIST_val_set05_annotation.json,282,set05_V000_I01131.jpg,0,530,241,54,145,0,0
KAIST_val_set05_annotation.json,283,set05_V000_I01135.jpg,0,390,219,36,82,0,0
KAIST_val_set05_annotation.json,283,set05_V000_I01135.jpg,0,424,219,31,82,0,0
KAIST_val_set05_annotation.json,283,set05_V000_I01135.jpg,0,535,244,58,159,0,0
KAIST_val_set05_annotation.json,284,set05_V000_I01139.jpg,0,375,217,37,85,0,0
KAIST_val_set05_annotation.json,284,set05_V000_I01139.jpg,0,412,216,31,86,0,0
KAIST_val_set05_annotation.json,284,set05_V000_I01139.jpg,0,544,248,62,174,0,0
KAIST_val_set05_annotation.json,285,set05_V000_I01143.jpg,0,363,214,38,90,0,0
KAIST_val_set05_annotation.json,285,set05_V000_I01143.jpg,0,402,214,32,91,0,0
KAIST_val_set05_annotation.json,285,set05_V000_I01143.jpg,0,564,253,60,194,0,0
KAIST_val_set05_annotation.json,286,set05_V000_I01147.jpg,0,357,212,39,96,0,0
KAIST_val_set05_annotation.json,286,set05_V000_I01147.jpg,0,396,213,34,95,0,0
KAIST_val_set05_annotation.json,287,set05_V000_I01151.jpg,0,350,211,39,101,0,0
KAIST_val_set05_annotation.json,287,set05_V000_I01151.jpg,0,389,212,35,97,0,0
KAIST_val_set05_annotation.json,288,set05_V000_I01155.jpg,0,342,210,40,106,0,0
KAIST_val_set05_annotation.json,288,set05_V000_I01155.jpg,0,382,211,35,100,0,0
KAIST_val_set05_annotation.json,289,set05_V000_I01159.jpg,0,332,210,41,110,0,0
KAIST_val_set05_annotation.json,289,set05_V000_I01159.jpg,0,374,211,36,103,0,0
KAIST_val_set05_annotation.json,290,set05_V000_I01163.jpg,0,322,209,42,114,0,0
KAIST_val_set05_annotation.json,290,set05_V000_I01163.jpg,0,366,211,37,106,0,0
KAIST_val_set05_annotation.json,291,set05_V000_I01167.jpg,0,311,209,44,118,0,0
KAIST_val_set05_annotation.json,291,set05_V000_I01167.jpg,0,357,210,38,110,0,0
KAIST_val_set05_annotation.json,292,set05_V000_I01171.jpg,0,300,209,46,122,0,0
KAIST_val_set05_annotation.json,292,set05_V000_I01171.jpg,0,347,210,39,113,0,0
KAIST_val_set05_annotation.json,293,set05_V000_I01175.jpg,0,287,209,48,127,0,0
KAIST_val_set05_annotation.json,293,set05_V000_I01175.jpg,0,337,210,40,117,0,0
KAIST_val_set05_annotation.json,294,set05_V000_I01179.jpg,0,273,209,50,132,0,0
KAIST_val_set05_annotation.json,294,set05_V000_I01179.jpg,0,326,210,42,121,0,0
KAIST_val_set05_annotation.json,295,set05_V000_I01183.jpg,0,259,209,52,137,0,0
KAIST_val_set05_annotation.json,295,set05_V000_I01183.jpg,0,315,210,44,126,0,0
KAIST_val_set05_annotation.json,296,set05_V000_I01187.jpg,0,244,208,55,143,0,0
KAIST_val_set05_annotation.json,296,set05_V000_I01187.jpg,0,304,211,47,130,0,0
KAIST_val_set05_annotation.json,297,set05_V000_I01191.jpg,0,229,207,57,148,0,0
