file,class,x_center,y_center,width,height,occluded
set00_V001_I00511,0,0.2109375,0.39453125,0.0484375,0.1328125,0
set03_V001_I01787,0,0.5359375000000001,0.412109375,0.03125,0.052734375,0
set02_V002_I01107,0,0.7078125000000001,0.43359375,0.0328125,0.08203125,0
set02_V002_I01107,0,0.925,0.41015625,0.046875,0.134765625,2
set02_V002_I01107,0,0.8406250000000001,0.41015625,0.03125,0.07421875,0
set02_V002_I01107,0,0.7640625000000001,0.40625,0.03125,0.09375,0
set03_V001_I00767,0,0.5296875,0.42578125,0.037500000000000006,0.08203125,0
set03_V001_I00767,0,0.55,0.42578125,0.034375,0.0859375,0
set00_V008_I01779,1,0.153125,0.427734375,0.065625,0.125,0
set00_V000_I01655,0,0.171875,0.408203125,0.059375000000000004,0.166015625,0
set00_V000_I01655,0,0.3140625,0.41015625,0.05,0.13671875,0
set02_V003_I00055,0,0.7828125,0.4453125,0.040625,0.142578125,2
set02_V003_I00055,0,0.9203125000000001,0.4296875,0.040625,0.119140625,1
set02_V003_I00055,2,0.17343750000000002,0.404296875,0.11875000000000001,0.083984375,0
set00_V000_I01535,0,0.640625,0.431640625,0.0734375,0.201171875,0
set04_V001_I01327,0,0.8093750000000001,0.396484375,0.08125,0.205078125,0
set04_V001_I01327,1,0.7703125000000001,0.3984375,0.0578125,0.17578125,0
set04_V001_I01327,0,0.359375,0.4296875,0.07187500000000001,0.216796875,0
set04_V001_I01327,0,0.784375,0.421875,0.0671875,0.177734375,2
set04_V001_I01327,0,0.9375,0.419921875,0.0625,0.22265625,0
set04_V001_I01327,0,0.9140625,0.400390625,0.0703125,0.19921875,2
set04_V001_I01327,0,0.8546875,0.396484375,0.0578125,0.197265625,2
set05_V000_I01031,1,0.47187500000000004,0.4296875,0.0328125,0.0703125,0
set04_V000_I02447,0,0.8984375,0.4453125,0.040625,0.12109375,0
set01_V003_I00855,0,0.8296875,0.46484375,0.0625,0.203125,0
set01_V003_I00855,0,0.2265625,0.431640625,0.10312500000000001,0.32421875,0
set01_V003_I00855,0,0.0625,0.4140625,0.037500000000000006,0.0859375,0
set00_V002_I01231,0,0.153125,0.396484375,0.07187500000000001,0.138671875,0
set01_V000_I01375,0,0.7421875,0.41015625,0.035937500000000004,0.12109375,0
set01_V001_I00267,1,0.0546875,0.443359375,0.060937500000000006,0.103515625,0
set03_V001_I00575,0,0.915625,0.439453125,0.07968750000000001,0.361328125,0
set03_V001_I00575,0,0.55,0.41796875,0.0671875,0.16015625,0
set03_V001_I00575,0,0.675,0.41796875,0.059375000000000004,0.15234375,2
set03_V001_I00575,0,0.703125,0.400390625,0.06406250000000001,0.173828125,0
set03_V001_I00575,0,0.5890625,0.421875,0.0625,0.16796875,0
set03_V001_I00575,0,0.6484375,0.416015625,0.0671875,0.177734375,0
set03_V000_I00827,0,0.22812500000000002,0.41015625,0.05625,0.197265625,0
set03_V000_I00827,0,0.35625,0.4296875,0.03125,0.107421875,0
set00_V008_I00711,1,0.3953125,0.42578125,0.0390625,0.08984375,0
set00_V008_I00711,0,0.5796875,0.44140625,0.0328125,0.0859375,0
set03_V001_I01747,0,0.5265625,0.412109375,0.03125,0.052734375,0
set03_V000_I01519,0,0.8421875000000001,0.41796875,0.0546875,0.154296875,2
set03_V000_I01519,0,0.8968750000000001,0.43359375,0.046875,0.134765625,0
set01_V000_I01279,0,0.6765625000000001,0.4453125,0.051562500000000004,0.150390625,0
set03_V000_I01271,0,0.55625,0.41796875,0.045312500000000006,0.123046875,1
set02_V000_I00747,0,0.465625,0.419921875,0.037500000000000006,0.11328125,1
set02_V000_I00747,2,0.64375,0.421875,0.037500000000000006,0.07421875,0
set00_V003_I01167,2,0.0,0.400390625,0.05,0.1171875,1
set04_V000_I01087,2,0.8578125000000001,0.41015625,0.13125,0.130859375,0
set04_V000_I02479,0,0.9546875,0.44921875,0.0421875,0.16015625,0
set03_V000_I00747,1,0.43125,0.421875,0.05,0.126953125,0
set03_V000_I00747,0,0.3640625,0.431640625,0.03125,0.0859375,0
set00_V003_I01055,2,0.115625,0.41796875,0.051562500000000004,0.076171875,0
set02_V001_I00231,0,0.4890625,0.439453125,0.184375,0.5390625,0
set02_V001_I00231,0,0.8453125,0.42578125,0.1375,0.33984375,0
set02_V001_I00231,3,0.321875,0.509765625,0.053125000000000006,0.111328125,2
set02_V001_I00231,0,0.3796875,0.40234375,0.078125,0.21484375,0
set02_V001_I00231,0,0.3515625,0.396484375,0.0765625,0.197265625,1
set01_V001_I00051,0,0.415625,0.4296875,0.08125,0.236328125,0
set01_V001_I00051,0,0.5109375,0.427734375,0.0671875,0.16796875,0
set01_V001_I00051,2,0.1484375,0.400390625,0.0734375,0.20703125,0
set01_V001_I00051,0,0.6687500000000001,0.412109375,0.035937500000000004,0.119140625,0
set01_V001_I00051,0,0.6468750000000001,0.40625,0.035937500000000004,0.10546875,0
set01_V001_I00051,0,0.39375000000000004,0.408203125,0.05625,0.177734375,1
set05_V000_I01279,0,0.18906250000000002,0.427734375,0.046875,0.125,1
set05_V000_I01279,0,0.15781250000000002,0.43359375,0.0421875,0.119140625,0
set05_V000_I01279,0,0.4609375,0.421875,0.043750000000000004,0.119140625,0
set05_V000_I01279,0,0.309375,0.41015625,0.06875,0.080078125,0
set05_V000_I01279,0,0.25625000000000003,0.40234375,0.035937500000000004,0.09375,0
set04_V000_I01335,0,0.9187500000000001,0.435546875,0.034375,0.103515625,0
set04_V000_I01335,3,0.9500000000000001,0.4140625,0.0421875,0.146484375,0
set04_V000_I01335,2,0.7390625000000001,0.41796875,0.05,0.08203125,0
set04_V000_I01335,2,0.234375,0.404296875,0.240625,0.08984375,0
set00_V003_I00011,1,0.628125,0.455078125,0.0625,0.154296875,0
set02_V003_I00787,0,0.9140625,0.416015625,0.0546875,0.1640625,1
set00_V003_I00915,1,0.0734375,0.435546875,0.0765625,0.150390625,0
set00_V000_I01491,0,0.6203125,0.408203125,0.05,0.134765625,0
set00_V002_I00403,0,0.44062500000000004,0.423828125,0.0546875,0.1171875,0
set02_V003_I00435,0,0.7406250000000001,0.412109375,0.0484375,0.169921875,1
set02_V003_I00435,0,0.565625,0.408203125,0.040625,0.14453125,0
set00_V003_I01307,1,0.0203125,0.41015625,0.08125,0.154296875,0
set02_V002_I00479,0,0.828125,0.44140625,0.051562500000000004,0.109375,0
set02_V004_I00171,0,0.026562500000000003,0.396484375,0.034375,0.103515625,0
set02_V004_I00171,2,0.0578125,0.384765625,0.0390625,0.091796875,0
set05_V000_I01635,0,0.146875,0.462890625,0.1328125,0.4609375,0
set05_V000_I01635,0,0.34218750000000003,0.3984375,0.07187500000000001,0.216796875,1
set05_V000_I01635,0,0.059375000000000004,0.458984375,0.11875000000000001,0.388671875,1
set05_V000_I01635,0,0.6859375000000001,0.416015625,0.084375,0.298828125,0
set05_V000_I01635,0,0.2703125,0.4609375,0.1171875,0.376953125,0
set04_V000_I01155,2,0.478125,0.396484375,0.0703125,0.06640625,0
set04_V000_I02307,0,0.8796875000000001,0.443359375,0.034375,0.10546875,0
set04_V000_I02307,0,0.9625,0.443359375,0.034375,0.111328125,0
set02_V003_I00695,2,0.0,0.421875,0.078125,0.119140625,0
set04_V000_I01659,0,0.9640625,0.447265625,0.034375,0.103515625,0
set04_V000_I01659,2,0.010937500000000001,0.40625,0.1703125,0.10546875,0
set04_V000_I01659,2,0.625,0.412109375,0.0671875,0.080078125,0
set02_V001_I00555,0,0.5171875,0.44140625,0.07187500000000001,0.205078125,0
set04_V001_I01687,0,0.878125,0.427734375,0.0671875,0.177734375,0
set04_V001_I01687,1,0.759375,0.423828125,0.06406250000000001,0.158203125,0
set04_V001_I01687,0,0.9390625,0.42578125,0.060937500000000006,0.22265625,0
set04_V001_I01687,1,0.80625,0.3984375,0.078125,0.1953125,0
set02_V000_I00867,0,0.060937500000000006,0.408203125,0.1015625,0.3046875,1
set02_V000_I00867,2,0.584375,0.42578125,0.09531250000000001,0.099609375,0
set05_V000_I01531,0,0.1609375,0.453125,0.1046875,0.326171875,0
set05_V000_I01531,0,0.36562500000000003,0.3984375,0.0578125,0.181640625,0
set05_V000_I01531,0,0.309375,0.4375,0.0671875,0.203125,0
set05_V000_I01531,0,0.47968750000000004,0.400390625,0.0578125,0.20703125,1
set05_V000_I01531,0,0.45,0.427734375,0.053125000000000006,0.177734375,0
set05_V000_I01531,0,0.5546875,0.4296875,0.053125000000000006,0.193359375,0
set05_V000_I01531,0,0.515625,0.427734375,0.051562500000000004,0.1953125,0
set03_V001_I00343,0,0.8765625,0.455078125,0.08125,0.212890625,0
set03_V001_I00343,0,0.9140625,0.4453125,0.07187500000000001,0.21875,2
set00_V006_I00111,0,0.6000000000000001,0.423828125,0.06406250000000001,0.1640625,0
set00_V006_I00111,0,0.5328125,0.41796875,0.0703125,0.171875,0
set00_V006_I00111,0,0.20625000000000002,0.37890625,0.037500000000000006,0.099609375,0
set00_V008_I00911,0,0.36562500000000003,0.40234375,0.0328125,0.0703125,0
set03_V001_I00087,0,0.10312500000000001,0.41796875,0.0578125,0.12109375,0
set03_V001_I00087,0,0.17343750000000002,0.404296875,0.051562500000000004,0.130859375,0
set03_V001_I00087,0,0.38593750000000004,0.408203125,0.0484375,0.1171875,0
set03_V001_I00087,0,0.5796875,0.4140625,0.043750000000000004,0.095703125,0
set03_V001_I00087,0,0.41250000000000003,0.41015625,0.0546875,0.1171875,0
set03_V001_I00087,1,0.2109375,0.421875,0.045312500000000006,0.11328125,0
set02_V002_I00103,0,0.909375,0.40625,0.060937500000000006,0.19140625,1
set02_V002_I00103,0,0.853125,0.37890625,0.0421875,0.142578125,2
set00_V003_I00255,2,0.5875,0.404296875,0.0328125,0.0546875,0
set00_V001_I02715,0,0.8171875000000001,0.416015625,0.043750000000000004,0.14453125,0
set00_V001_I02715,0,0.7828125,0.423828125,0.0421875,0.1328125,0
set02_V002_I00903,0,0.5203125000000001,0.419921875,0.035937500000000004,0.087890625,0
set03_V001_I01071,0,0.8500000000000001,0.45703125,0.0734375,0.220703125,0
set03_V001_I01071,0,0.921875,0.4375,0.0671875,0.2421875,0
set02_V003_I00451,0,0.9140625,0.41796875,0.0734375,0.25,2
set02_V003_I00451,0,0.6421875,0.38671875,0.06406250000000001,0.2265625,0
set02_V003_I00451,0,0.6171875,0.404296875,0.046875,0.134765625,0
set04_V000_I03667,0,0.7312500000000001,0.41796875,0.03125,0.080078125,0
set04_V000_I03667,0,0.7765625,0.423828125,0.035937500000000004,0.099609375,0
set04_V000_I01359,0,0.9234375,0.439453125,0.034375,0.103515625,0
set04_V000_I01359,3,0.946875,0.42578125,0.0421875,0.146484375,0
set04_V000_I01359,2,0.2390625,0.40625,0.225,0.08984375,0
set00_V008_I01003,0,0.1640625,0.42578125,0.0578125,0.140625,0
set04_V001_I00831,1,0.11875000000000001,0.4140625,0.07500000000000001,0.142578125,0
set04_V001_I00831,1,0.6609375000000001,0.421875,0.034375,0.068359375,1
set01_V003_I00603,0,0.1859375,0.40625,0.0546875,0.109375,0
set01_V003_I00603,1,0.1765625,0.4140625,0.051562500000000004,0.09765625,1
set01_V003_I00603,1,0.5625,0.3984375,0.05,0.1171875,0
set01_V003_I00603,2,0.009375000000000001,0.4140625,0.06406250000000001,0.09375,0
set01_V003_I00359,0,0.90625,0.412109375,0.046875,0.14453125,0
set01_V003_I00359,0,0.8578125000000001,0.4140625,0.037500000000000006,0.13671875,0
set03_V001_I01171,0,0.4859375,0.4140625,0.03125,0.05078125,0
set02_V003_I00519,0,0.8703125,0.404296875,0.08125,0.25,0
set01_V003_I00455,0,0.8515625,0.423828125,0.0484375,0.126953125,0
set01_V003_I00455,0,0.8140625,0.423828125,0.035937500000000004,0.123046875,0
set02_V002_I00687,1,0.6468750000000001,0.416015625,0.040625,0.095703125,0
set01_V003_I00863,0,0.8656250000000001,0.46484375,0.060937500000000006,0.205078125,0
set01_V003_I00863,0,0.296875,0.431640625,0.10312500000000001,0.314453125,0
set01_V003_I00863,0,0.06875,0.4140625,0.037500000000000006,0.0859375,0
set04_V001_I02575,0,0.6671875,0.41015625,0.037500000000000006,0.12109375,0
set04_V001_I02575,0,0.696875,0.416015625,0.03125,0.126953125,0
set00_V008_I00275,0,0.253125,0.404296875,0.05625,0.103515625,0
set00_V008_I00275,0,0.43593750000000003,0.392578125,0.0390625,0.111328125,0
set00_V008_I00275,0,0.521875,0.384765625,0.035937500000000004,0.0859375,0
set00_V008_I00275,0,0.5390625,0.3828125,0.040625,0.076171875,1
set00_V008_I00275,2,0.375,0.388671875,0.0484375,0.08984375,0
set01_V000_I01863,0,0.209375,0.427734375,0.1,0.31640625,0
set01_V000_I01863,0,0.2859375,0.55859375,0.0625,0.171875,0
set01_V000_I01863,0,0.31562500000000004,0.435546875,0.0890625,0.224609375,1
set01_V000_I01863,2,0.5203125000000001,0.392578125,0.2984375,0.111328125,0
set05_V000_I02107,3,0.47187500000000004,0.349609375,0.040625,0.08203125,0
set04_V001_I00443,1,0.11875000000000001,0.427734375,0.05625,0.10546875,0
set03_V000_I00691,1,0.16718750000000002,0.400390625,0.0703125,0.154296875,0
set01_V000_I01295,0,0.8734375000000001,0.48828125,0.06406250000000001,0.234375,0
set02_V003_I00599,0,0.8796875000000001,0.42578125,0.051562500000000004,0.16015625,0
set02_V001_I01611,0,0.25625000000000003,0.408203125,0.09531250000000001,0.224609375,1
set01_V003_I00895,0,0.5390625,0.431640625,0.09843750000000001,0.287109375,0
set01_V003_I00895,0,0.026562500000000003,0.44921875,0.13125,0.40234375,0
set03_V000_I00083,0,0.39375000000000004,0.4296875,0.03125,0.0859375,0
set03_V000_I00083,0,0.4265625,0.431640625,0.03125,0.08984375,0
set03_V000_I00083,0,0.46406250000000004,0.435546875,0.03125,0.095703125,0
set03_V000_I00083,0,0.33437500000000003,0.431640625,0.034375,0.107421875,0
set02_V000_I00647,0,0.0171875,0.4609375,0.109375,0.32421875,0
set02_V000_I00647,0,0.7390625000000001,0.439453125,0.0625,0.21484375,1
set00_V005_I01091,1,0.3953125,0.423828125,0.03125,0.0703125,0
set00_V002_I01191,0,0.1703125,0.34375,0.0546875,0.099609375,0
set01_V002_I00223,0,0.790625,0.427734375,0.03125,0.078125,0
set03_V001_I00031,0,0.27968750000000003,0.404296875,0.03125,0.0546875,0
set03_V001_I00031,0,0.30625,0.40625,0.0328125,0.06640625,0
set03_V001_I00031,0,0.415625,0.400390625,0.043750000000000004,0.091796875,0
set03_V001_I00031,0,0.446875,0.40234375,0.046875,0.09375,0
set00_V008_I01663,1,0.3125,0.404296875,0.0328125,0.09765625,0
set00_V008_I01663,1,0.35468750000000004,0.396484375,0.0328125,0.099609375,0
set00_V008_I01663,1,0.55,0.404296875,0.03125,0.068359375,1
set04_V000_I01671,0,0.9640625,0.447265625,0.034375,0.103515625,0
set04_V000_I01671,2,0.010937500000000001,0.40625,0.14375000000000002,0.10546875,0
set04_V000_I01671,2,0.6265625,0.4140625,0.06875,0.076171875,0
set01_V002_I00211,0,0.7234375000000001,0.421875,0.03125,0.068359375,0
set05_V000_I02315,0,0.8796875000000001,0.392578125,0.053125000000000006,0.16015625,0
set01_V001_I00175,0,0.65,0.4453125,0.03125,0.083984375,0
set01_V001_I00175,0,0.6828125,0.447265625,0.03125,0.083984375,0
set01_V001_I00175,1,0.37031250000000004,0.435546875,0.035937500000000004,0.083984375,0
set00_V008_I00347,0,0.309375,0.427734375,0.07187500000000001,0.19140625,0
set00_V008_I00347,0,0.5125000000000001,0.416015625,0.045312500000000006,0.125,0
set00_V008_I00347,0,0.665625,0.416015625,0.035937500000000004,0.091796875,0
set00_V008_I00347,0,0.6859375000000001,0.41796875,0.043750000000000004,0.0859375,1
set00_V008_I00347,0,0.40937500000000004,0.416015625,0.05,0.16015625,0
set00_V008_I00347,0,0.34687500000000004,0.421875,0.0578125,0.158203125,1
set04_V000_I02275,0,0.8890625000000001,0.44140625,0.034375,0.103515625,0
set04_V000_I02275,0,0.9625,0.443359375,0.034375,0.111328125,0
set00_V001_I02759,0,0.1046875,0.419921875,0.03125,0.09375,0
set04_V000_I03123,0,0.9031250000000001,0.412109375,0.03125,0.0859375,0
set03_V001_I00419,0,0.515625,0.40625,0.03125,0.09375,0
set01_V000_I01531,0,0.65,0.404296875,0.06875,0.240234375,0
set01_V000_I01531,0,0.6078125000000001,0.408203125,0.06406250000000001,0.1875,0
set00_V004_I01183,0,0.5703125,0.43359375,0.040625,0.12109375,0
set00_V004_I01183,0,0.6375000000000001,0.4296875,0.037500000000000006,0.10546875,0
set05_V000_I01527,0,0.1421875,0.455078125,0.1,0.3203125,0
set05_V000_I01527,0,0.35000000000000003,0.3984375,0.0578125,0.1796875,0
set05_V000_I01527,0,0.2890625,0.43359375,0.065625,0.201171875,0
set05_V000_I01527,0,0.453125,0.400390625,0.06875,0.201171875,1
set05_V000_I01527,0,0.43593750000000003,0.427734375,0.051562500000000004,0.173828125,0
set05_V000_I01527,0,0.5296875,0.431640625,0.051562500000000004,0.181640625,0
set05_V000_I01527,0,0.49531250000000004,0.427734375,0.0484375,0.18359375,0
set04_V000_I00523,0,0.9296875,0.396484375,0.046875,0.177734375,0
set04_V001_I00595,0,0.796875,0.400390625,0.03125,0.080078125,0
set00_V006_I00279,0,0.6203125,0.4375,0.0921875,0.244140625,0
set03_V001_I01163,0,0.503125,0.4140625,0.03125,0.05078125,0
set01_V001_I00303,0,0.8203125,0.427734375,0.07500000000000001,0.244140625,1
set00_V003_I00775,0,0.0890625,0.458984375,0.06875,0.17578125,0
set00_V003_I00775,0,0.4546875,0.43359375,0.034375,0.0859375,0
set03_V001_I00863,0,0.3984375,0.412109375,0.046875,0.111328125,0
set03_V001_I00863,0,0.571875,0.419921875,0.040625,0.08203125,0
set01_V002_I00659,0,0.8734375000000001,0.427734375,0.051562500000000004,0.185546875,2
set02_V003_I00615,3,0.753125,0.41015625,0.035937500000000004,0.1171875,2
set01_V000_I02227,0,0.5625,0.451171875,0.1328125,0.3984375,0
set01_V000_I02227,2,0.525,0.392578125,0.29375,0.111328125,0
set02_V001_I00759,0,0.44062500000000004,0.404296875,0.060937500000000006,0.14453125,0
set02_V001_I00759,0,0.026562500000000003,0.384765625,0.11875000000000001,0.314453125,0
set02_V001_I00759,0,0.4765625,0.404296875,0.065625,0.1484375,1
set02_V001_I00759,0,0.525,0.412109375,0.045312500000000006,0.142578125,2
set01_V001_I00231,0,0.9453125,0.447265625,0.0421875,0.138671875,0
set01_V001_I00231,0,0.8984375,0.44140625,0.040625,0.140625,0
set01_V001_I00231,1,0.265625,0.427734375,0.046875,0.083984375,0
set04_V000_I02183,0,0.9046875000000001,0.443359375,0.034375,0.103515625,0
set04_V000_I02183,0,0.9625,0.443359375,0.034375,0.111328125,0
set04_V000_I02183,0,0.7125,0.423828125,0.07968750000000001,0.279296875,0
set04_V000_I02183,2,0.6312500000000001,0.416015625,0.03125,0.0703125,0
set00_V007_I01507,3,0.30781250000000004,0.3671875,0.03125,0.0546875,0
set04_V001_I01387,1,0.775,0.40625,0.060937500000000006,0.158203125,0
set04_V001_I01387,0,0.6781250000000001,0.4296875,0.065625,0.201171875,0
set04_V001_I01387,0,0.8546875,0.42578125,0.0671875,0.177734375,0
set04_V001_I01387,0,0.9390625,0.423828125,0.060937500000000006,0.22265625,0
set04_V001_I01387,1,0.821875,0.40625,0.059375000000000004,0.185546875,0
set04_V001_I01387,0,0.8140625,0.39453125,0.0578125,0.197265625,0
set01_V004_I00279,1,0.1375,0.42578125,0.05625,0.0859375,0
set05_V000_I01755,0,0.153125,0.474609375,0.15156250000000002,0.4921875,0
set05_V000_I01755,0,0.8875000000000001,0.423828125,0.11093750000000001,0.533203125,0
set00_V005_I00787,1,0.665625,0.4453125,0.0390625,0.119140625,0
set00_V005_I00787,1,0.2921875,0.419921875,0.0546875,0.15625,0
set00_V005_I00787,1,0.40156250000000004,0.4296875,0.0328125,0.08203125,0
set01_V000_I02239,0,0.7046875,0.466796875,0.1328125,0.3984375,0
set01_V000_I02239,2,0.525,0.392578125,0.29375,0.111328125,0
set01_V000_I01847,0,0.3171875,0.4296875,0.09062500000000001,0.30078125,2
set01_V000_I01847,0,0.3875,0.55078125,0.059375000000000004,0.166015625,0
set01_V000_I01847,0,0.39375000000000004,0.4375,0.08750000000000001,0.21484375,1
set01_V000_I01847,2,0.5109375,0.392578125,0.30781250000000004,0.111328125,0
set01_V003_I00451,0,0.8171875000000001,0.423828125,0.046875,0.11328125,0
set01_V003_I00451,0,0.790625,0.423828125,0.034375,0.107421875,0
set05_V000_I01595,0,0.2578125,0.462890625,0.12187500000000001,0.421875,0
set05_V000_I01595,0,0.41250000000000003,0.40234375,0.065625,0.203125,1
set05_V000_I01595,0,0.209375,0.443359375,0.09375,0.3203125,1
set05_V000_I01595,0,0.6671875,0.4140625,0.0734375,0.255859375,0
set05_V000_I01595,0,0.41718750000000004,0.453125,0.09062500000000001,0.294921875,0
set05_V000_I02371,0,0.675,0.49609375,0.10625000000000001,0.2578125,0
set05_V000_I02371,0,0.046875,0.48046875,0.06406250000000001,0.16015625,0
set05_V000_I00619,0,0.15156250000000002,0.416015625,0.12812500000000002,0.38671875,0
set05_V000_I00619,0,0.27968750000000003,0.4296875,0.1234375,0.392578125,0
set02_V000_I00551,0,0.5484375,0.423828125,0.053125000000000006,0.16796875,0
set02_V000_I00551,0,0.9109375000000001,0.423828125,0.05,0.14453125,0
set02_V000_I01311,0,0.4390625,0.392578125,0.03125,0.09375,0
set02_V000_I01311,0,0.40625,0.40234375,0.03125,0.0859375,0
set01_V001_I00459,0,0.6062500000000001,0.427734375,0.045312500000000006,0.150390625,1
set02_V001_I00611,0,0.690625,0.458984375,0.1328125,0.37890625,0
set02_V001_I00611,0,0.5625,0.419921875,0.0328125,0.087890625,0
set02_V001_I00611,0,0.5765625,0.416015625,0.0328125,0.0859375,1
set02_V001_I00611,0,0.5953125,0.419921875,0.03125,0.09375,0
set04_V000_I02463,0,0.9234375,0.447265625,0.0421875,0.134765625,0
set00_V003_I00719,0,0.18906250000000002,0.4375,0.06406250000000001,0.1953125,0
set00_V003_I00719,0,0.3921875,0.4453125,0.0484375,0.138671875,0
set00_V003_I00719,0,0.3046875,0.44140625,0.043750000000000004,0.103515625,0
set00_V003_I00719,0,0.5515625000000001,0.431640625,0.0328125,0.080078125,0
set00_V004_I01267,0,0.6390625000000001,0.44921875,0.03125,0.076171875,0
set00_V002_I01239,0,0.1296875,0.388671875,0.07187500000000001,0.15234375,0
set00_V005_I00823,1,0.1453125,0.42578125,0.084375,0.22265625,0
set04_V000_I01307,3,0.9187500000000001,0.40625,0.0421875,0.1484375,0
set04_V000_I01307,0,0.8703125,0.431640625,0.034375,0.103515625,0
set04_V000_I01307,2,0.76875,0.41796875,0.03125,0.08203125,0
set04_V000_I01307,2,0.184375,0.40234375,0.30000000000000004,0.08984375,0
set02_V003_I00103,0,0.9,0.44921875,0.060937500000000006,0.1875,2
set02_V003_I00103,0,0.1859375,0.400390625,0.035937500000000004,0.091796875,0
set02_V003_I00103,0,0.2578125,0.416015625,0.03125,0.09375,0
set02_V003_I00103,0,0.35468750000000004,0.421875,0.03125,0.083984375,0
set02_V003_I00103,0,0.1640625,0.3984375,0.034375,0.09765625,0
set03_V000_I00155,0,0.35468750000000004,0.419921875,0.046875,0.169921875,0
set03_V000_I00155,0,0.40625,0.4296875,0.0421875,0.15625,0
set03_V000_I00155,0,0.46718750000000003,0.416015625,0.040625,0.166015625,0
set04_V001_I02107,0,0.8031250000000001,0.455078125,0.1015625,0.27734375,0
set04_V001_I02107,0,0.8953125000000001,0.41015625,0.06875,0.1953125,2
set04_V001_I02107,1,0.859375,0.41796875,0.0625,0.208984375,2
set01_V001_I00447,0,0.921875,0.46484375,0.06875,0.28125,0
set01_V001_I00447,0,0.8359375,0.556640625,0.053125000000000006,0.140625,0
set01_V001_I00447,0,0.578125,0.4375,0.0390625,0.123046875,1
set04_V001_I03039,0,0.8,0.435546875,0.0734375,0.25390625,0
set04_V001_I03039,0,0.6859375000000001,0.416015625,0.05625,0.154296875,0
set04_V001_I03039,0,0.846875,0.44921875,0.0671875,0.21875,2
set03_V001_I00995,0,0.7000000000000001,0.427734375,0.07500000000000001,0.17578125,0
set03_V001_I00995,0,0.6546875000000001,0.435546875,0.0484375,0.125,0
set03_V001_I00995,0,0.6875,0.435546875,0.0421875,0.125,0
set02_V002_I01135,0,0.7859375000000001,0.421875,0.0421875,0.12109375,2
set02_V002_I01135,0,0.9046875000000001,0.40234375,0.034375,0.107421875,0
set02_V002_I01135,0,0.8765625,0.41015625,0.040625,0.1171875,1
set01_V003_I00859,0,0.8484375000000001,0.46484375,0.060937500000000006,0.203125,0
set01_V003_I00859,0,0.2625,0.431640625,0.10312500000000001,0.3203125,0
set01_V003_I00859,0,0.065625,0.4140625,0.037500000000000006,0.0859375,0
set04_V001_I01747,0,0.878125,0.427734375,0.0671875,0.177734375,0
set04_V001_I01747,1,0.7562500000000001,0.412109375,0.0734375,0.177734375,0
set04_V001_I01747,0,0.9390625,0.42578125,0.060937500000000006,0.22265625,0
set04_V001_I01747,1,0.80625,0.40234375,0.0765625,0.1953125,0
set04_V000_I02215,0,0.9078125,0.443359375,0.034375,0.103515625,2
